farm_id,grower_id,farm_nm,stat_cd,country,state_prov,entrpr_guid,crt_dt,upd_dt
50301,20161,Vandermeer Old Homestead,A,United States,Missouri,3d9f1ca3-49d8-4313-b326-7b781499b540,2014-04-26,2019-10-25
50092,20051,Castellano Lower Ground,A,United States,Minnesota,6a94962a-b8a0-4054-901f-9da3d4fd3cd1,2012-11-14,2013-02-09
50006,20005,Underhill River Section,A,Canada,Ontario,413e1420-b06a-465b-b37a-ecb23dd203c4,2012-06-17,
50152,20082,Lockhart Prairie Homestead,A,United States,Wisconsin,ecfbfb70-af6f-46dc-b6f0-2a2ff93b76f9,2010-12-17,2024-05-19
50361,20193,Hartley Prairie Place,A,United States,Iowa,c36537aa-97a1-416f-a7de-f468fd9c3260,2017-06-10,2026-05-15
50538,20321,Albrecht Valley Farm,A,United States,Indiana,39bda168-cdc1-40a4-ae8a-3c8ff889ff0a,2019-11-05,2022-07-10
50021,20013,Jablonski South Section,A,Canada,Ontario,4970f8de-7d47-4260-b4fb-3cdf24142d93,2022-07-03,2025-08-28
50274,20146,Yancey Hilltop Quarter,A,United States,South Dakota,b9106f74-7856-4c8b-833d-3e1d6d0aefbc,2012-04-19,
50191,20100,Holloway Creek Homestead,A,United States,Nebraska,0bcc23a0-2cbe-422a-b440-855fe83ef437,2018-01-18,2021-02-19
50267,20142,Dietrich West Place,A,United States,Iowa,e8dd3339-969a-4072-8091-8c5ba4db92e1,2022-11-12,
50460,20266,Underhill Creek Ground,I,Canada,Ontario,c7e23f9e-4714-447f-a95f-99d5f6aba9a2,2020-07-16,2025-07-23
50551,20334,Marsh Prairie Homestead,I,United States,North Dakota,1ecda0e1-58d9-4734-b011-b79ee066b339,2010-02-13,2020-02-13
50524,20308,Vandermeer Creek Ranch,A,Australia,Western Australia,da43b07e-a148-41f9-84b4-f1f39c67450b,2019-11-17,2022-06-28
50117,20064,Duval Lake Place,A,United States,Wisconsin,47ded357-0824-4a60-8c61-dfc4539dbc3d,2014-03-07,2016-08-27
50328,20175,Xiong South Section,A,United States,Nebraska,a3650eec-6ca0-467b-9e2c-b198ebb7d7a2,2022-09-17,
50376,20202,Pemberton Hilltop Ranch,A,United States,Iowa,7907d4cb-e03c-4c29-b7ae-1df9eb24e5f3,2022-02-28,
50172,20092,Oberlin River Ranch,A,United States,Kansas,6fc5c252-787b-4637-b6e8-bf7c12740c6b,2019-11-22,
50293,20157,Bergstrom Prairie Section,A,United States,Kansas,045806c5-9ba3-4349-9b45-4bc49076ecd8,2010-03-21,
50468,20274,Kowalski Prairie Ranch,A,Australia,New South Wales,d10b5ec2-c176-4af5-bc76-678a2f9a4a59,2013-02-12,2017-12-22
50207,20110,Rasmussen Home Section,A,Canada,Manitoba,82d84211-c539-4de3-9c42-d0086a89fdbc,2017-10-20,2020-12-16
50347,20184,Girard Prairie Quarter,A,United States,Kansas,d3986e39-13ef-46f6-9c92-7c725f5b2732,2014-06-03,2020-05-04
50518,20305,Kerrigan Ridge Homestead,A,Australia,Victoria,375bcc37-c1cf-44f1-8585-dc9bd2c68d1b,2016-10-30,
50600,20383,Eastman Hilltop Homestead,A,Canada,Alberta,a106db28-aa13-4ebc-ac5b-2d220aca3f62,2019-05-16,2021-07-06
50530,20313,Duval Upper Section,A,United States,Indiana,b03a741b-c390-4ad8-9ba8-fd9cbe7e7389,2010-08-02,
50449,20255,Marsh Home Place,A,United States,Minnesota,745865f8-1890-4852-a8fc-9f1edbe0af19,2016-10-20,2020-10-23
50186,20098,Eastman River Ground,A,United States,Indiana,9f36a660-25ed-48cc-bc13-b29787dc0db5,2023-09-06,2023-12-26
50544,20327,Albrecht Old Homestead,A,Canada,Manitoba,90cefefe-6bda-47b5-9be2-b1b593876730,2015-10-24,
50178,20095,Lindqvist Lake Place,A,Canada,Alberta,4f153991-79d5-4c50-8161-bc31d70672cc,2013-03-31,2019-07-12
50401,20215,Ziegler Home Homestead,A,United States,Indiana,f637d2b2-138f-4e76-b4d2-cf28f1c68c53,2014-03-27,2025-08-10
50008,20006,Hummel South Ground,A,Canada,Saskatchewan,a6d80f79-957b-4511-81ba-6c61f1253fbd,2023-12-27,2024-10-01
50393,20211,Nordin Lake Ground,A,Canada,Alberta,8e05b366-d179-4014-921b-f553d6737d47,2013-01-02,
50469,20275,Ivanov East Homestead,A,Australia,Victoria,5b1dd40f-88e1-4a5b-9b95-5502e71138c7,2016-08-19,
50481,20282,Holloway Lower Farm,A,Australia,Western Australia,56ecd9ac-3eea-4492-813f-f038d414588e,2017-12-15,2022-07-14
50022,20014,Delacroix East Homestead,A,Canada,Alberta,49d4afc2-b322-47d0-bb9b-f7c82e5bf032,2018-02-12,
50458,20264,Callahan West Quarter,A,United States,Nebraska,5b1a7371-6c7b-4ebf-9eaf-6ba577a3c207,2011-03-29,2012-07-08
50234,20126,Nordin Creek Homestead,A,United States,Wisconsin,653b6b78-2029-40aa-b54b-6c496ab362a5,2017-04-15,2023-03-07
50482,20283,Boudreau North Ground,A,Australia,Victoria,0178f87e-8ea5-43e9-8d9a-290593d23f55,2018-09-05,
50436,20242,Xiong West Place,A,United States,Minnesota,ec83a932-4ddd-497f-bd8c-a59ef9f64422,2015-04-19,2017-11-06
50527,20310,Ashworth Home Ground,A,Australia,New South Wales,9382ed5c-1789-4317-9e9e-028c446447b4,2014-01-24,
50459,20265,Steiner Creek Section,A,United States,North Dakota,12d80679-83f4-4757-99e3-9fae989b56ab,2010-07-25,2024-02-22
50028,20017,Jablonski Valley Farm,A,United States,Illinois,baec95ec-6d36-4663-bcdf-f3a3b9ae96b8,2019-05-21,2025-04-01
50146,20079,Boudreau Lake Farm,A,United States,Ohio,01e41a31-6da6-4db2-831b-902a8d336fa6,2011-03-20,
50245,20132,Pemberton Valley Place,A,United States,Indiana,367a9749-0334-45b8-b21b-030053766469,2014-09-04,2018-04-19
50299,20160,Kowalski Old Section,A,United States,Kansas,c522dbf2-d11a-4266-b482-618bb4f26b92,2010-08-02,
50216,20116,Rasmussen Prairie Ground,A,Canada,Alberta,155a9e2d-3ccd-4c2d-bd1b-f0c129792aee,2013-12-02,2019-01-13
50373,20200,Tollefson New Place,A,United States,Nebraska,8165688d-e9a0-459c-8dcb-32d6cb7b8647,2016-10-24,
50567,20350,Delacroix Upper Section,I,United States,Iowa,26fe9fec-191f-4ec7-ab39-dfa3318d2107,2023-06-11,2025-05-25
50037,20023,Vandermeer Lower Ground,A,Canada,Alberta,7c8a4821-df9e-44d4-92a6-22be8ce28d0f,2010-09-19,2026-04-26
50521,20307,Albrecht West Ranch,A,Australia,Queensland,09a2d4c0-2b59-4518-b42a-f3485d4cc195,2013-10-15,2020-09-23
50525,20309,Yancey North Quarter,A,Australia,New South Wales,d140a763-8126-4f75-b365-5bbf577fe79f,2011-03-14,2024-03-02
50112,20062,Reyes Lower Ranch,A,Canada,Alberta,451618fc-257b-49c4-9d02-3730cf866b10,2021-06-28,2025-12-31
50264,20141,Falkner Hilltop Section,A,Canada,Ontario,20397bd6-4eaf-48e3-9de2-431aa0729b1b,2021-10-26,2022-06-26
50058,20034,Duval River Ground,A,United States,Nebraska,8072512b-1ab0-413d-b5e8-213214223f4f,2015-03-10,2023-08-09
50087,20049,Marsh Ridge Homestead,A,Canada,Saskatchewan,d9f9c6eb-032e-467d-9fae-3f0a58282a45,2019-04-24,2023-09-08
50091,20050,Baxter Upper Ranch,A,United States,Wisconsin,ef42f9ad-899f-4c9d-9e46-f5469d847360,2013-12-11,
50391,20210,Hartley Lower Quarter,A,Canada,Alberta,917719a6-4a7d-4971-bed1-823c33f33664,2013-05-02,2022-12-03
50123,20067,Ferreira Creek Homestead,A,United States,Ohio,2396fb7c-c997-4a2e-b4c6-12f3f0ba719e,2023-10-19,2025-05-24
50439,20245,Xiong Lower Ground,A,United States,Ohio,605bbb77-17aa-4adf-96da-a678ad8f7c40,2019-01-08,
50457,20263,Ziegler River Ranch,A,Canada,Manitoba,3aadb2f8-2477-4bbd-a410-2c9a9549fcc1,2013-05-07,2023-10-19
50297,20159,Falkner Lake Farm,A,United States,Kansas,c5d86f9b-f8e9-46eb-8869-18c03af14159,2012-01-03,2018-04-18
50197,20104,Okafor Ridge Section,A,United States,North Dakota,82123b06-1020-4994-b0d3-06e41c330eea,2010-03-16,2019-07-16
50218,20117,Prescott Lower Ground,A,Canada,Saskatchewan,05b15339-89a4-4480-bc4d-b88d65ed611a,2021-05-30,2025-07-24
50086,20048,Rasmussen Lake Farm,A,Canada,Ontario,5daa45c6-2472-47a7-aa98-d9984052b8b9,2018-08-20,
50550,20333,Ivanov Lake Homestead,A,Canada,Saskatchewan,9d916880-278b-48ff-8f55-e051334f25cf,2023-12-10,2024-06-12
50115,20063,Hummel Old Place,A,Canada,Alberta,f43c06e2-eb1c-4c4a-b373-854757ccfdc0,2017-06-18,
50196,20103,Callahan Valley Ground,A,United States,Ohio,5db0accf-9580-4b28-aead-d397f3dafae9,2022-08-15,
50187,20099,Baxter East Farm,A,Canada,Alberta,9a39cef3-71a3-4dff-8b54-3acb91270537,2018-12-27,2019-02-23
50394,20211,Nordin Valley Ground,A,Canada,Alberta,e374ff4f-7492-4728-be75-80a3815527c0,2020-06-24,
50048,20029,Jablonski Valley Ranch,A,United States,Ohio,01e3cb55-b48f-41b1-9450-8d42f94aeed4,2017-03-06,
50081,20046,Winters South Ranch,A,United States,Wisconsin,b8856e7e-0e5f-4ffc-8a96-d4f93efe02cb,2020-10-15,2026-01-22
50193,20102,McAllister Hilltop Section,A,United States,Missouri,c8806eaa-0f03-496e-9b20-495c9033491c,2020-06-25,2022-12-26
50135,20073,Merriweather South Ground,A,United States,Iowa,e70d485a-caa0-48d0-adcf-86debc522384,2021-05-19,
50098,20054,Eastman Lake Ground,A,United States,Missouri,6fb5a0c5-47bd-40e4-b189-c155144777ff,2023-07-05,2025-04-20
50121,20066,Steiner Old Ground,A,United States,Kansas,15fcc517-3ba5-4912-924f-852d6cc547c8,2010-05-30,2021-10-31
50229,20123,Callahan Ridge Section,A,United States,Minnesota,02f19355-26be-48b9-b702-b077043991f3,2018-11-19,2026-03-11
50506,20298,Ziegler Old Section,A,Australia,Western Australia,dc30bc88-b3b8-4adc-8ba7-4827ba28463e,2014-09-10,2024-05-11
50064,20036,Bergstrom Ridge Farm,A,Canada,Manitoba,471abf3e-8924-4c51-bc64-fc95e8746cfb,2010-01-22,2025-11-10
50360,20193,Hartley Ridge Homestead,A,United States,Iowa,3e0ffadd-f473-4f06-87e3-ae1bfc522d51,2017-05-04,
50079,20045,Holloway Creek Farm,A,United States,Missouri,a9c7450c-0ad2-4651-a065-f16c6e7538bf,2019-12-22,
50073,20041,Kerrigan Lower Farm,A,United States,Nebraska,6d3b273e-c389-46a1-9b79-1d5ec33c90c1,2011-11-26,2016-12-28
50472,20277,McAllister Old Place,A,Australia,Victoria,c9244f56-df3b-43bd-8b66-bbdf918c22dc,2022-05-31,2026-06-17
50308,20164,Baxter Lower Farm,A,United States,Nebraska,670d430b-595a-49b7-8650-eeb5572fd7eb,2018-11-29,
50177,20094,Quandt Ridge Homestead,A,United States,Illinois,41fa57bd-8388-4d5e-9f08-4030a401f620,2018-09-12,2021-02-23
50024,20014,Delacroix East Place,A,Canada,Alberta,2b29c009-064b-4b46-93fd-5e2bdc4dc495,2011-09-07,2013-04-12
50320,20170,Dietrich North Quarter,A,United States,Iowa,f036c744-2eef-4bdc-b400-46090088e1a1,2013-12-20,2019-02-09
50237,20127,Winters Creek Farm,A,United States,Kansas,b8fc48ea-2439-403a-9934-62a5c4e890ba,2014-12-26,2021-10-28
50595,20378,Winters Home Farm,A,Canada,Ontario,b3ef967f-23eb-419a-a6d1-b0954a01630d,2013-04-18,2017-05-24
50505,20297,Xiong Valley Section,A,Australia,Queensland,44e5a005-2f02-474d-a8f9-ed04e94922c1,2011-05-14,2024-05-03
50456,20262,Bergstrom South Ground,A,United States,Nebraska,e7907e54-7f5d-4eed-a8a8-e9418a14eef1,2016-07-19,
50588,20371,Falkner Old Ranch,I,United States,North Dakota,3fa3e056-7a60-4888-8477-49245dea54f7,2019-04-19,
50272,20145,Callahan Creek Farm,A,United States,Iowa,2448a314-6b40-40d7-a607-c1142a290a3b,2018-01-10,2026-04-03
50368,20196,McAllister Home Homestead,A,United States,Ohio,1c37d269-fd72-4dc4-8ff2-d274b72dad7b,2022-10-18,2023-05-28
50561,20344,Jablonski Lower Section,I,United States,Ohio,0e28032c-137f-4612-b7dc-7029a8246040,2013-02-22,2014-11-24
50046,20028,Delacroix Upper Ranch,A,United States,Illinois,3f2b796e-a6d0-4759-87b3-e4a0895af50d,2021-06-08,2021-08-11
55210,20481,Hartley North Farm,A,United States,Iowa,77b3c6d8-8e10-49a4-9f2b-3f4a1c9d20e6,2014-03-19,2024-08-14
50221,20118,Ivanov South Ground,A,United States,South Dakota,3222e3a2-f824-45fb-a049-4bddfee14d0e,2012-11-13,2023-08-29
50570,20353,Novak Upper Farm,P,Canada,Ontario,0cb16dec-9eab-4193-b9b1-64e8178cb6df,2017-09-22,2018-09-06
50399,20214,Crenshaw North Place,A,Canada,Manitoba,f8f6dddf-34b2-47f9-947e-ac72b2a2cc43,2013-08-27,
50370,20198,Crenshaw Hilltop Section,A,United States,Illinois,e6daa66e-2103-47a7-b666-11e969faddfc,2013-04-26,2025-10-19
50062,20036,Bergstrom Upper Homestead,A,Canada,Manitoba,4157cf6c-7aba-4e09-8450-53262f9b2a2a,2016-09-22,2024-07-08
50594,20377,Eastman Lower Section,I,United States,South Dakota,e4a001dc-41f3-45e0-9051-97ee24df997b,2015-12-05,2016-04-04
50612,20395,Yoder South Ground,A,United States,North Dakota,739895d0-0e6e-4626-868b-4a3b5fd69a02,2023-02-04,
50591,20374,Oberlin Home Quarter,I,United States,Kansas,5383fc32-8eab-4ce7-9b48-1bc9a6638b5e,2014-03-17,2020-01-02
50466,20272,Hummel Creek Section,I,Canada,Ontario,8588251f-cfca-45b3-9b77-8a947847a301,2012-10-10,
50249,20133,Pemberton Lower Section,A,United States,Nebraska,11c26587-a02e-4b1d-94a8-07174e9b9c94,2018-12-31,2021-03-13
50204,20107,Callahan Lower Farm,A,Canada,Manitoba,1de3c84f-50e0-45b6-ade0-f6a86579dcf2,2023-03-14,2024-12-25
50001,20001,Iverson Upper Farm,A,United States,Wisconsin,38b4004e-0c28-4548-9b67-1b0b9279b622,2023-08-20,2025-09-07
50451,20257,Yancey Lower Place,A,United States,Illinois,5a787807-183f-4e35-8252-21c8bfc6d31c,2023-03-19,2023-11-14
50143,20077,Whitaker South Homestead,A,United States,Wisconsin,8c73677e-da95-40d6-a8ee-152a3d89d43a,2012-06-14,2015-04-05
50144,20078,Kerrigan Ridge Section,A,United States,Nebraska,28b47634-26e4-4f77-9582-63abd7ae8567,2010-11-30,2016-10-29
50578,20361,Ivanov River Ranch,P,United States,Ohio,c5ced542-31b9-489c-8398-b34509e919b7,2012-07-14,2020-06-25
50483,20283,Boudreau Old Homestead,A,Australia,Victoria,bca8a1b5-1e7a-4b76-9aef-e5f49910aa5f,2022-06-01,2025-06-17
50461,20267,Whitaker Upper Quarter,I,United States,Missouri,cca5ad94-4717-4fc6-ac1f-af05bf00910d,2018-06-27,2019-08-18
50288,20153,Novak South Homestead,A,Canada,Alberta,e796eb5f-d916-47e5-b241-66c467263e08,2022-09-19,
50202,20107,Callahan Lower Quarter,A,Canada,Manitoba,81ba364e-9275-4eb2-a437-9a3dc234489a,2012-10-29,
50096,20053,Tollefson New Section,A,United States,Ohio,389e931c-751a-4c4e-9035-65aebf50b04b,2021-10-08,
50417,20224,Ivanov Lower Place,A,Canada,Alberta,e4bc2396-4073-4fd4-ac2a-534ad2c630d0,2014-07-20,2022-10-04
50405,20218,Steiner Ridge Quarter,A,United States,Iowa,0284073f-69a3-49fc-94bf-4d6df524fd74,2019-10-23,2021-11-28
50120,20065,Novak Creek Quarter,A,Canada,Ontario,8039993a-8edd-4fe9-83f5-a99f8c00d7fd,2023-10-21,2026-02-17
50340,20180,Underhill Lake Ground,A,Canada,Manitoba,88d86966-639e-442f-b184-85b31532746e,2021-11-27,2023-03-31
50183,20097,Oberlin Prairie Ground,A,United States,South Dakota,bb5f9f55-cff7-420a-aafd-2d05ff6a74f0,2022-08-24,
50503,20296,Okafor Lower Farm,A,Australia,Victoria,520585c3-15f2-4d3a-8a9b-b27910052dd3,2010-06-12,2014-04-23
50351,20187,Underhill Creek Farm,A,United States,Ohio,9386a61e-1048-47b4-b14f-f0833f385b94,2017-02-15,2018-08-17
50584,20367,Boudreau Prairie Ground,I,United States,North Dakota,5b288a44-bcb8-4c1a-8e4b-39ea3b1518e4,2010-02-17,2013-05-10
50383,20205,Rasmussen South Homestead,A,Canada,Saskatchewan,a7ba69ad-ab18-432a-9006-7946f2a998e2,2017-12-02,
50262,20140,Yoder Hilltop Ground,A,United States,Minnesota,fe2916b0-d62d-4c9e-8465-19a29c6e938d,2016-10-13,2024-12-15
50084,20047,Quandt Creek Ground,A,Canada,Ontario,27c2b613-20bb-44df-852c-10bb22d1a599,2020-06-07,2023-04-29
50080,20046,Winters Valley Farm,A,United States,Wisconsin,4608824e-c18a-4dad-a321-49f141c539ac,2016-08-16,
50192,20101,Vandermeer Home Homestead,A,United States,Illinois,ccd515cc-29b2-41f9-9c4d-bb649f477a22,2016-12-27,2024-05-17
50541,20324,Lindqvist Home Ranch,A,United States,South Dakota,25279147-05b9-4bc5-9383-6fc3ebe6cedc,2015-01-23,2015-03-09
50157,20084,Crenshaw Prairie Section,A,United States,Missouri,10a5d32b-f3d4-4290-9b38-ae4fe7cb27d5,2014-11-25,2019-05-31
50101,20055,Dietrich River Ground,A,United States,Nebraska,703fa83b-4a15-4120-b50b-0260bfaccea6,2017-05-22,2024-03-12
50195,20103,Callahan Upper Ranch,A,United States,Ohio,c1604f7e-6362-4988-bb33-6ae8f05b3cb0,2014-07-18,2017-07-07
50499,20294,Tollefson East Homestead,A,Australia,Victoria,3d4c4881-8ffe-4d45-823c-383e08a05c94,2020-09-14,
50452,20258,Bergstrom Lower Section,A,Canada,Manitoba,cc794bf9-4fee-445e-83b1-9508513bd1c5,2018-12-05,2023-11-19
50534,20317,Vandermeer New Quarter,A,United States,Missouri,32009a0b-7415-4938-b188-b7fb5fc65eb2,2012-03-19,
50052,20031,Reyes Valley Homestead,A,Canada,Ontario,fb3919c5-c3e2-4dc4-92b0-7c41ee356aca,2015-01-11,
50392,20210,Hartley Home Homestead,A,Canada,Alberta,214e9876-a37d-48dc-adaf-c68916abe465,2022-02-03,2023-08-02
50563,20346,Quandt South Ground,P,Canada,Manitoba,48bec390-cbad-4d96-92dd-534639881399,2023-09-27,2024-07-08
50160,20086,Reyes East Ground,A,United States,Nebraska,6fe77668-17ca-45d0-924f-83cbf8814389,2015-03-21,
50240,20128,Hummel Hilltop Homestead,A,United States,Indiana,9e40cfb9-95e4-41f7-95f7-27de402b627f,2010-12-07,2014-09-01
50586,20369,Novak West Farm,I,Canada,Alberta,42b30746-dc6a-4fc7-9931-90e2e6ecea24,2022-04-22,2023-02-27
50583,20366,Lindqvist Hilltop Quarter,I,United States,Illinois,1184b19f-b26a-4e4b-bd81-bebc12139956,2017-09-05,2023-12-06
50212,20113,Whitaker New Quarter,A,United States,North Dakota,1cfc2324-ca67-47f1-b66c-eb03d8e25fbf,2023-09-22,
50489,20287,Okafor Prairie Place,A,Australia,Western Australia,6a34d526-04d2-46e4-843e-a6199395ac47,2014-11-26,2022-06-19
50597,20380,Steiner Home Farm,A,Canada,Ontario,bdd53f87-97f7-495e-80af-620c6ac27d3f,2022-11-08,2024-05-04
50156,20084,Crenshaw Hilltop Place,A,United States,Missouri,57b2d594-db78-4e34-8e3e-5b9ddfdc2e3d,2016-09-22,2021-05-29
50322,20171,Ziegler Ridge Ground,A,United States,Kansas,f309b597-b66d-4cff-a82d-5e2aa3b1ea6b,2020-02-06,2025-10-19
50475,20279,Girard Lake Place,A,Australia,Victoria,d959917e-27e4-46ff-8213-37cdd073521b,2023-08-12,2025-01-23
50554,20337,Okafor Lake Homestead,P,United States,Minnesota,ce3b1f6d-3020-49f2-9f54-c5fad02351c3,2010-07-18,2018-07-10
50560,20343,Ferreira Ridge Section,I,United States,North Dakota,2a73b066-f92b-4de4-b64a-cf89ae183eb1,2014-07-29,2022-09-16
50027,20016,Novak South Quarter,A,United States,Minnesota,17a0c815-d2be-4e59-9e0a-c20c1d3a78e1,2011-02-02,2017-03-18
50317,20169,Kowalski Hilltop Place,A,United States,Illinois,b70296c1-b7cb-445c-84fb-f65f4a7b9df9,2010-06-22,
50199,20105,Kowalski Creek Place,A,Canada,Ontario,0c4ace1c-1bae-4dcf-8cf6-37845452c0ec,2015-08-04,2026-05-28
50416,20223,Boudreau Lower Ranch,A,United States,Indiana,3b537935-cb8d-4721-92b6-5c4afe4f393b,2012-07-15,2018-02-13
50387,20208,Ziegler South Section,A,United States,Illinois,0ec23cde-2b18-4236-b8f4-983ba00c2c4c,2012-04-29,2015-07-25
50390,20209,Ferreira Old Ground,A,United States,Indiana,8d73c483-b315-48e6-a497-c8bf25b7ff37,2023-08-09,2025-08-13
50014,20009,McAllister North Quarter,A,United States,Nebraska,c1afa6af-0d6c-4de4-9fc2-d98ba30b33f6,2020-11-26,
50257,20137,Jablonski Creek Section,A,United States,Ohio,a61c0db6-0df5-4d31-898a-9a1471040e16,2016-04-17,2021-05-15
50493,20290,Nordin River Ground,A,Australia,New South Wales,7367749e-df5b-427b-9dc2-6875a7710fea,2012-10-08,
50536,20319,Oberlin Home Ranch,A,United States,Iowa,64f9ef1c-d03d-42a8-9913-ea7526bbf240,2019-07-27,2023-07-13
50071,20040,Yancey Lower Homestead,A,United States,Ohio,ad6e0961-f1f2-46e2-9a30-4f47b0b98d3b,2020-08-07,2023-03-04
50432,20238,Dietrich Lake Ground,A,United States,Nebraska,5a5a7b44-9119-4491-a034-f4ee249b42f0,2012-09-29,
50226,20121,Delacroix Home Farm,A,United States,North Dakota,9cd21963-018b-45de-99b6-26f5b68432ba,2010-02-24,
50306,20163,Delacroix Home Farm,A,United States,Illinois,db0883e4-bccf-4295-ae5f-0ff4c38ef958,2019-02-19,2022-10-01
50440,20246,Ivanov Home Farm,A,United States,Wisconsin,199833a1-5638-4802-8b37-ea74f0e7bcc9,2011-11-26,2019-07-02
50519,20306,Brenner Hilltop Place,A,Australia,Queensland,4eca9116-38b1-4e2a-8c82-140a4f2de144,2023-05-01,2024-05-26
50367,20196,McAllister Creek Ground,A,United States,Ohio,2067fd50-fbf3-41d8-b391-268194e0580e,2013-04-07,
50107,20059,Duval Lower Place,A,United States,Indiana,73bd800a-aeef-4fe3-82d2-fd572fdfa068,2021-05-01,2023-11-20
50429,20235,Drummond Hilltop Quarter,A,United States,Missouri,,2014-09-19,2021-01-23
50539,20322,Boudreau Home Section,A,United States,Ohio,1bb21e7e-05db-4771-9c4a-ea0c951e10d3,2012-09-07,2020-06-11
50282,20150,Jablonski Valley Section,A,United States,Ohio,7fd8f1ba-4146-4543-988b-ba6e712aa9c4,2021-03-28,2025-11-25
50369,20197,Yoder River Place,A,Canada,Ontario,d71dce4f-472a-45b7-b827-05d0515f85d9,2012-12-05,
50255,20136,Thompson East Farm,A,United States,Nebraska,f9deefdd-91b2-4722-a9cd-40f0bf48e2c2,2013-11-05,
50077,20044,Lockhart Lake Ranch,A,Canada,Saskatchewan,6f8e802a-cf0f-41de-b2f3-b74b78cc75a3,2022-07-06,2026-01-24
50078,20044,Lockhart North Farm,A,Canada,Saskatchewan,6855ba18-5eb0-4e67-aa21-0b71be09b120,2021-03-30,2026-04-10
50455,20261,Kerrigan North Section,A,Canada,Alberta,5e7fe77a-7452-4d70-b245-a76cbe5db145,2013-07-26,
50005,20004,Ashworth Old Homestead,A,United States,Minnesota,76f699a2-161a-4377-a7c4-62f0087d0d43,2011-12-22,2023-12-08
50283,20151,Bergstrom Valley Quarter,A,United States,Illinois,22b8c5f4-89b1-43c2-902b-01d8c1e67f7e,2020-02-06,2021-03-14
50470,20276,Ferreira Lake Homestead,A,Australia,Victoria,4c2aabef-3de8-4d8d-b4df-10e63545b7d2,2016-06-14,
50068,20038,Whitaker Lake Place,A,United States,Kansas,f6345767-cf06-4ed4-becc-f0a5ac03d3f1,2022-12-13,2025-05-16
50061,20035,Castellano Creek Ground,A,United States,Ohio,6af30908-9b19-47b9-9891-4efd0ea79d69,2021-05-17,2026-03-23
50016,20010,Iverson Old Ranch,A,United States,Iowa,40e89240-0dad-4ea7-9e2b-4b2a8a494360,2013-08-29,2014-07-13
50419,20225,Quandt West Section,A,United States,Ohio,0493b1ed-5d3f-4dd2-96e2-6f1b8139ac75,2023-01-23,2024-10-01
50251,20134,Hummel Home Ranch,A,United States,Indiana,4971a709-d999-4a46-a179-13846ddadd43,2021-02-20,2023-09-27
50410,20221,Prescott East Homestead,A,United States,Indiana,6eb2544b-38b7-4239-9bd1-4788701565d0,2011-06-01,
50285,20152,Hummel New Farm,A,Canada,Alberta,eba361a1-5f3f-4b19-afad-5fe830cde872,2015-04-10,2022-05-26
50205,20108,Hartley Lower Ground,A,United States,Kansas,173c3f5e-1224-412f-b1c0-f8deeb2fccaa,2011-07-04,2023-05-16
50223,20120,Drummond Upper Quarter,A,United States,Nebraska,b57be7e1-d17e-407a-a734-6538b2c845ee,2017-01-20,2025-04-19
50289,20153,Novak Lake Quarter,A,Canada,Alberta,b76bf248-2717-4d0b-8b7c-9bc32dc94f51,2022-09-07,
50462,20268,Prescott South Ranch,I,United States,Kansas,3b04b3cb-4528-4d4b-ac6f-548d45c00fa6,2010-04-09,2014-08-14
50332,20177,Winters Valley Homestead,A,United States,Kansas,f40b7c1d-9b59-4f91-b41e-50827668c0e7,2010-09-25,2025-09-01
50496,20292,Okafor Creek Quarter,A,Australia,Queensland,eb782c0f-babd-49ce-b6d6-bc95c5ba4ce1,2010-05-11,2014-09-26
50169,20090,Whitaker Home Ground,A,United States,Ohio,7a43a217-f128-44d7-8593-603456784edb,2010-06-16,2013-07-24
50402,20216,Okafor North Quarter,A,United States,Ohio,cc66abba-071b-4c3e-8126-761634f9b4cd,2011-01-19,2022-09-18
50134,20073,Merriweather East Quarter,A,United States,Iowa,e01b33cf-2a67-4c65-8903-4db55028bc09,2015-01-25,2021-08-10
50478,20281,Drummond Ridge Farm,A,Australia,New South Wales,2c81d930-6f26-4b63-82ba-06d3feba0c4c,2023-12-24,2025-11-20
50222,20119,Hummel Home Ranch,A,United States,Iowa,2556fa48-e0f9-4004-95ee-3775846fad0d,2020-12-19,2023-11-25
50409,20221,Prescott Valley Quarter,A,United States,Indiana,d61bf3de-a3a4-4126-813a-5991f2c3b9b4,2019-03-08,2024-12-03
50607,20390,Delacroix Hilltop Homestead,A,United States,Ohio,56c2b845-cf6e-491b-ae60-aec8d5a8f016,2022-08-12,
50030,20018,Hartley North Ground,A,Canada,Saskatchewan,85e82e2a-a20c-430e-a63e-41d9a39cdcfe,2010-03-14,2017-01-09
50208,20111,Thompson East Place,A,Canada,Ontario,162976f7-48f9-4b31-a653-b5b055430a02,2010-06-21,
50435,20241,McAllister Ridge Farm,A,United States,Nebraska,1e2a30ac-fdcc-425e-82e4-3b417363c23d,2019-02-19,2021-09-21
50175,20093,Lockhart North Place,A,United States,Minnesota,bb9ae62f-4235-450f-bf2f-d7008fe6a128,2012-11-29,2013-07-01
50253,20135,Holloway South Section,A,United States,Missouri,02ef9757-a817-4fd5-802b-0b1088394248,2018-07-04,
50523,20308,Vandermeer River Farm,A,Australia,Western Australia,97f81706-6639-4e87-979f-c78808641e87,2012-07-06,2020-04-05
50557,20340,Yancey River Ranch,P,United States,Illinois,02f569e6-28ab-421a-a4ae-cad46ff1a373,2011-07-15,2021-11-09
