field_id,farm_id,field_nm,stat_cd,field_use_cd,acres,country,entrpr_guid,crt_dt,upd_dt
110405,50134,Highway Field,A,PROD,135.2,United States,86070e06-34b0-43f1-b251-9b814f5d5d9b,2012-03-15,2017-02-03
110883,50299,North 80,A,PROD,189.5,United States,3ccbc634-af09-4fb8-ae0c-24eddf11b2a9,2015-08-19,2018-03-02
111637,50570,Big Field,P,PROD,64.7,Canada,6300eaaf-2fec-46f0-9e3d-5020963a5a1d,2016-10-03,
111382,50490,Flat 120,A,PROD,56.6,Australia,aa8a9eb2-67a3-4502-bba5-8c8647a07873,2015-10-27,2023-03-14
110142,50046,Pivot 1,A,PROD,213.0,United States,6195ec70-3020-47da-b484-42ef64dae1b2,2011-05-05,
110329,50108,Pivot 2,A,PROD,249.6,Canada,1ee7b74f-5e01-4368-a978-f50eacc64797,2014-12-26,
110381,50127,Long Strip,A,PROD,,United States,bd1e7c9d-5717-474c-a452-5774aaa64102,2018-10-02,2020-03-23
111279,50461,South 40,A,PROD,298.3,United States,32c83655-e717-4119-8a35-6457cf525655,2021-03-15,2022-08-17
110817,50275,West 160,A,PROD,19.0,United States,a417e842-2edc-46e2-81c6-9fb0fa7b9240,2021-01-18,
110436,50146,Gravel Pit Field,A,PROD,263.9,United States,810ac746-8151-4ced-affd-c1db6684ecde,2017-05-17,2018-03-15
110312,50104,Rock Pile,A,PROD,298.5,United States,a4d8b43e-f08b-4e0f-8cf8-1823a18939ab,2017-12-04,
111629,50565,North 80,P,PROD,89.9,United States,75c9fc08-7095-4234-a3de-60089f8698bf,2011-09-17,2020-06-22
110716,50241,Rock Pile,A,PROD,130.5,United States,7b2c6e84-3600-4b86-a9e7-6966f0902306,2012-07-20,2022-09-01
111428,50502,Pivot 3,A,PROD,236.5,Australia,148cb9dc-3bcb-4fa0-a92e-0e8053ebdf38,2013-11-22,2020-10-31
111090,50369,Gravel Pit Field,A,PROD,,Canada,7c8b3b1c-4678-430a-a2cb-ae34b25bde46,2024-12-27,
111380,50491,Creek Field,A,PROD,106.3,Australia,571e228f-6ddf-4241-a284-0c71771500fe,2012-01-13,
110923,50312,Bench Field,A,PROD,236.2,Canada,f6cd363f-54f9-40e1-a358-003eee151bbe,2021-12-19,2023-12-20
110424,50140,Highway Field,A,PROD,,United States,ea703b37-5bbd-4311-8fb5-66cdef3a8fcf,2011-07-06,2022-12-09
110484,50162,Windmill Field,A,PROD,18.3,United States,8fbfca1d-7858-4e0a-bed1-27d3c5a0034e,2012-06-11,2024-09-18
111641,50572,Dryland South,I,PROD,137.9,United States,2fbf1f53-b675-487a-b122-f2f11e9114d1,2021-08-20,
111704,50606,Slough Field,A,PROD,164.8,United States,7182d0ca-ff93-4f89-90f3-4d5a2ae5d2cc,2017-11-10,2025-05-26
110377,50125,Creek Field,A,PROD,43.5,Canada,f315552d-9f5b-41da-8743-9fa558e911b7,2011-09-26,2019-09-02
110318,50106,East Quarter,A,PROD,138.9,United States,a20837b3-858b-4833-a8b5-17ead197ffc7,2017-01-18,2020-08-11
110726,50244,Creek Field,A,PROD,72.4,Canada,150d5ba3-6a96-4e4a-b876-0e37db525868,2014-07-06,
111510,50526,Dryland South,A,PROD,79.8,Australia,b16fb59f-3917-47fb-848c-4b32b7ee278a,2022-12-27,2026-06-11
111433,50505,Corner Piece,A,PROD,137.1,Australia,a83d2b2c-3a8a-43ce-bd89-06c155d3d893,2017-02-26,
111108,50374,Old Orchard,A,PROD,220.2,United States,154ab798-efc7-4638-812d-c565d935af54,2020-10-28,2022-02-27
111521,50530,Trial Block 7,A,TRIAL,240.7,United States,77e70c57-28f4-4062-aebb-faf754c9082a,2024-03-16,2024-10-20
111468,50516,Pivot 1,A,PROD,90.9,Australia,dbddc2fa-d252-4baf-a744-ea7687b3853f,2011-10-03,2013-08-25
111134,50403,South 40,P,PROD,287.9,United States,d1d42fb3-e217-4a19-a1e6-59905145262a,2013-11-27,2020-02-21
111048,50353,Creek Field,A,PROD,264.7,United States,,2019-06-25,
110446,50150,Gravel Pit Field,A,PROD,242.2,United States,8ffa6986-e3bf-4044-828c-3da5f87a26f4,2024-04-08,
111549,50537,Trial Block 40,A,TRIAL,312.6,United States,5a902ed1-1efc-4abb-a62b-3b9c0b660869,2018-07-12,2022-04-01
110703,50237,Bench Field,A,PROD,195.0,United States,2a30b848-826a-479c-8a1d-6a5322e77d4c,2018-06-21,
110121,50040,Pivot 2,A,PROD,137.4,United States,045dafe1-99c2-46f1-9322-c84d98a6ab94,2015-02-20,
111356,50484,Schoolhouse Field,A,PROD,190.8,Australia,d51584cf-d5a2-4d1f-beb4-6ce716885dad,2023-01-14,
111152,50424,Slough Field,A,PROD,238.5,United States,b002af78-7b84-41fb-8491-c6744fb616d4,2021-05-05,2022-11-19
110085,50028,Rock Pile,A,PROD,294.3,United States,74a6bc4e-fac9-4abc-8bf9-69cdf13486a6,2021-06-07,
111354,50484,Home Field,A,PROD,184.3,Australia,19367914-0a97-452a-b4f9-9d2d708cc6c0,2019-09-16,2020-01-10
110630,50212,Big Field,A,PROD,,United States,ea2abc1f-3d03-47a9-af05-68f9a71ff55b,2020-06-12,
110492,50164,Pivot 1,A,PROD,93.4,United States,74760248-ff84-42ce-96fb-6f3877d03ad8,2020-08-01,
110870,50295,Highway Field,A,PROD,170.0,United States,,2022-04-10,2023-10-10
111413,50499,Long Strip,A,PROD,320.7,Australia,364fa9a6-6b25-4b96-99cf-39fe5b18b8c5,2021-11-10,2023-03-03
111032,50348,Dryland South,A,PROD,37.8,United States,,2022-02-05,
111119,50384,West 160,P,PROD,264.2,United States,3cc3b4bb-88da-4106-90ee-04ad4426e149,2014-08-14,2015-06-08
110281,50093,Corner Piece,A,PROD,123.6,United States,,2011-12-02,2016-01-03
110409,50136,Dryland South,A,PROD,90.7,Canada,9623f109-4105-4256-9654-065fc3f4dc48,2015-07-11,2020-10-09
110058,50020,Pivot 2,A,PROD,291.3,United States,4b8ac58e-d5f2-4af2-bddd-fc595bff68f2,2017-08-05,
110140,50046,Sandy Knoll,A,PROD,250.8,United States,12ed1873-148b-4284-a16c-05a1a0708440,2011-09-11,2024-02-06
111112,50375,Windmill Field,A,PROD,34.3,United States,,2021-07-19,
110539,50180,Slough Field,A,PROD,303.0,United States,b354e4b8-097a-4a5a-96ed-7be014d86810,2021-05-01,
110784,50265,West 160,A,PROD,146.8,Canada,1def57b2-5b7a-4d94-8b5d-4c49ba53d2ec,2015-10-18,2018-11-30
110261,50086,Long Strip,A,PROD,105.5,Canada,067fb8f6-7195-4a89-91f8-da567e680f87,2022-09-23,
110971,50328,Back 40,A,PROD,57.3,United States,4849067d-a35a-48e7-a3d4-4a612be4b41c,2015-03-26,
111027,50348,Triangle,A,PROD,272.8,United States,d5307ba0-8bab-4c44-9555-1aadf2966745,2022-10-21,2026-05-28
110580,50193,Sandy Knoll,A,PROD,19.0,United States,75c47c5f-06b7-4de1-8f1f-47128824ded3,2023-08-10,
111645,50575,Flat 120,I,PROD,229.1,United States,7c0bdfe0-f195-4aea-be2e-3f526a336770,2023-09-08,2025-06-12
111481,50518,Pivot 1,A,PROD,316.5,Australia,66c18880-75a9-42be-971a-8618386384ec,2013-02-07,2025-03-03
111536,50533,Trial Plot 35,A,TRIAL,263.9,United States,adf07bf0-8e44-4fc1-9e23-2a947be12321,2024-11-06,
111528,50531,Trial Plot 11,A,TRIAL,270.8,United States,e98ec029-e2ea-4058-8e90-eb1cc601dab4,2020-10-13,2021-03-04
111576,50544,Trial Plot 9,A,TRIAL,30.6,Canada,d5984667-22b3-477d-b9aa-1d049ded53c3,2012-08-26,
110469,50156,South 40,A,PROD,16.6,United States,0d1e1b32-6577-4992-a953-a15b8723c6c6,2014-06-22,2021-07-07
110282,50094,Corner Piece,A,PROD,65.2,United States,4e5aa28f-3345-4abf-9140-c1aaf9543c27,2021-08-03,2023-09-01
111332,50476,Pivot 1,A,PROD,85.5,Australia,ca1ea31b-12cf-445f-99fc-fde7dcd32c87,2023-08-25,
110125,50040,Big Field,A,PROD,234.0,United States,7ede7653-d1a8-4446-9bdd-0a56c49e392e,2017-05-19,2023-02-24
111097,50370,Big Field,A,PROD,66.0,United States,,2018-09-15,
110042,50013,Rock Pile,A,PROD,218.9,United States,6f90efbf-2b09-4cfa-8159-49afc4da3e1c,2013-03-12,2016-03-17
110029,50008,Long Strip,A,PROD,262.7,Canada,afc337f8-47e2-4994-ac4c-1526badb102d,2018-05-17,2021-08-17
110534,50179,Big Field,A,PROD,307.9,United States,8b84ab96-ed2f-4f96-937e-e906aadfd9bf,2011-11-23,
111127,50399,Big Field,P,PROD,222.6,Canada,7bb124a6-a196-4c94-bcee-4e7063d5ee87,2020-04-18,2022-12-30
111732,50616,Home Field,D,PROD,152.2,United States,0d48901f-0e36-4c23-bd7b-d7a3aeeeafd7,2014-07-28,2026-03-10
110160,50052,East Quarter,A,PROD,91.2,Canada,b21af262-4e32-46f5-ac65-764c70e530e5,2024-11-02,
110135,50044,Fence Line 60,A,PROD,191.8,United States,944c13a1-77c1-4ea3-a179-83ac9cb0398d,2014-09-26,
110720,50243,Bench Field,A,PROD,73.4,United States,98c4de50-3a7d-4ad3-8dd2-892f4bbbad96,2018-09-16,
110900,50304,Pivot 2,A,PROD,280.2,United States,,2017-05-02,2024-04-18
110747,50252,Pivot 1,A,PROD,192.0,United States,835bce79-ecb5-46f4-8734-b88cf73a3a6e,2017-07-06,2021-12-25
111439,50506,Sandy Knoll,A,PROD,314.6,Australia,90091eda-8a78-46f0-bc15-6743a5311bcf,2012-03-02,2019-03-23
111015,50345,Schoolhouse Field,A,PROD,167.8,United States,44216893-6958-4ac7-a319-7239e17c763f,2018-04-02,2022-07-09
111539,50534,Trial Block 20,A,TRIAL,151.2,United States,d595c0c4-202b-4ffa-811b-29165c6d870e,2021-01-23,2023-06-07
110604,50202,Back 40,A,PROD,300.0,Canada,39071b08-471a-478f-8ae7-d657b07b2b96,2021-09-16,2023-08-28
110305,50100,Creek Field,A,PROD,261.7,United States,02e34f90-3ac2-4ce5-979e-1896c5600021,2023-12-09,2024-03-21
111245,50450,Gravel Pit Field,A,PROD,17.8,United States,b1e9aad1-58b9-46bf-976c-b64df5c6310f,2011-07-11,2019-06-22
110498,50168,Schoolhouse Field,A,PROD,,Canada,541625a4-d2f5-4e28-9404-14c28d67effb,2023-03-11,2023-04-30
111370,50487,Corner Piece,A,PROD,116.9,Australia,2672e8fd-3ed7-489a-b037-6e93205a5c41,2020-03-30,2021-12-26
110595,50199,Dryland North,A,PROD,114.4,Canada,b368f162-eae9-43d7-8059-042e6b9384bd,2020-01-11,2024-04-26
110241,50079,River Bottom,A,PROD,,United States,f15166fe-3d5e-4a56-8574-70f86152f0e5,2022-06-30,
110651,50219,Triangle,A,PROD,140.9,United States,ce53bead-72c0-4cea-82ee-8f98be1660bb,2015-10-09,2016-02-10
110875,50297,Big Field,A,PROD,97.4,United States,bf9ac36f-aa72-4f7d-a1fe-9e30acec740d,2011-03-07,
110932,50313,Big Field,A,PROD,230.1,Canada,aadf5454-6f12-4987-b320-3bba8ed1093e,2018-08-26,
110442,50147,Flat 120,A,PROD,242.9,United States,3c87dcca-cf43-494e-aa2c-b114ed37de53,2017-02-28,2020-07-21
110756,50257,Pivot 3,A,PROD,239.0,United States,49b49ea1-f8b2-4548-b693-967b70f2857a,2024-09-23,2026-04-18
110585,50195,Long Strip,A,PROD,258.5,United States,23b22977-a565-4b9b-b7c8-9f376db770f7,2019-02-24,
110479,50159,Sandy Knoll,A,PROD,288.1,United States,1ebd0eb9-8cb3-4491-a2a7-fb335c146825,2023-10-14,
110831,50282,Corner Piece,A,PROD,78.3,United States,918925a5-6b9e-4c0f-af71-5ee4e55fd64c,2021-10-07,2022-05-08
110646,50217,North 80,A,PROD,312.8,Canada,643c4052-fed6-457c-9cea-8823031d677e,2013-07-11,2025-02-18
111468,50516,Pivot 1,A,PROD,88.3,Australia,dbddc2fa-d252-4baf-a744-ea7687b3853f,2011-10-03,2013-03-25
111083,50367,Pivot 1,A,PROD,28.4,United States,e8d0d2b4-b4d9-4400-a828-1dd8a7b46a78,2013-01-04,
111181,50432,Corner Piece,A,PROD,,United States,4d41c567-bcdc-438c-a1e9-40d34dedf9ff,2021-10-31,
110868,50294,North 80,A,PROD,29.4,United States,f6491ac9-bac6-46c8-ab52-423c1fdf379c,2020-10-21,2025-08-24
110028,50008,Slough Field,A,PROD,71.2,Canada,d411f34d-41e8-4d06-8915-f49bcc0acb0b,2013-05-01,2015-08-05
110243,50080,Highway Field,A,PROD,312.8,United States,b2836843-f06c-47ba-8a87-ee796400ed9d,2014-03-07,2024-09-24
111182,50432,Dryland North,A,PROD,156.7,United States,f30609b2-fa49-47bb-abc9-3c5e6ce4268b,2021-10-09,2023-08-29
111694,50599,Triangle,A,PROD,112.2,United States,4262af29-e2be-4353-854a-52bb8339cea4,2024-02-07,2024-07-28
111432,50505,Big Field,A,PROD,142.6,Australia,b2427d8e-c891-4163-ba2b-f95ea56f624b,2024-01-20,2024-10-21
111152,50424,Slough Field,A,PROD,239.1,United States,b002af78-7b84-41fb-8491-c6744fb616d4,2021-05-05,2022-08-07
110213,50070,Bench Field,A,PROD,207.6,United States,10421ee7-f4b5-48a5-b180-cb68106ab5a4,2021-01-16,2025-06-23
111258,50455,Highway Field,A,PROD,246.4,Canada,718ae64b-bcb7-4e7a-bafb-c1aec1fe9abd,2017-01-05,2018-04-11
110495,50165,Back 40,A,PROD,52.9,Canada,96823636-6a8c-4c39-af9b-a5753505b639,2017-02-15,
111722,50613,Schoolhouse Field,A,PROD,175.4,United States,00000000-0000-0000-0000-000000000000,2024-02-16,2024-04-18
111201,50437,Gravel Pit Field,A,PROD,304.7,Canada,9972cd1f-cdce-4f94-a27a-3d303e9f5841,2024-07-22,2024-11-29
110202,50065,Windmill Field,A,PROD,285.9,United States,9075e67f-8d8f-4bce-ae3b-0032eef1e076,2017-03-20,2020-06-12
110089,50031,East Quarter,A,PROD,233.0,Canada,c22b9f0b-d94c-4bfd-8ba7-38b16a8f0514,2016-08-19,2024-11-30
111003,50340,River Bottom,A,PROD,187.6,Canada,699f4f81-b59d-47c0-aec9-065898183f08,2013-06-02,
111006,50340,Windmill Field,A,PROD,240.4,Canada,cfc935c9-fd58-4602-995a-81aeff48da6c,2020-10-01,2024-09-04
111355,50484,South 40,A,PROD,271.8,Australia,b3178dbd-f57e-4dde-8c67-7d3514d812ce,2019-07-12,2024-08-23
110522,50175,Big Field,A,PROD,64.2,United States,395809d5-ea97-408b-be23-75beb6e235cf,2022-12-24,
110962,50325,Home Field,A,PROD,22.7,Canada,a04d36b6-e0c2-4166-bc83-59232ece079c,2021-07-19,2021-11-08
111733,50617,Schoolhouse Field,D,PROD,25.9,United States,c89d4040-6f70-45a7-9530-b6476851393d,2019-12-08,
111304,50469,Long Strip,A,PROD,20.3,Australia,40a978cb-fcc0-4ea9-afc6-c6a60f4101e0,2014-12-29,2016-01-12
110001,55210,South 40,A,PROD,88.2,United States,2c617a85-3358-4602-80e0-a4ca203b19f2,2014-09-06,2025-12-07
111512,50527,Highway Field,A,PROD,259.0,Australia,d2bf98bf-0eb5-4e15-b31f-9acaaf45ac07,2017-02-10,2017-06-20
110180,50058,East Quarter,A,PROD,114.7,United States,19f7a86d-cfac-417d-9a17-8a7c50e828b5,2022-11-28,
110354,50117,Creek Field,A,PROD,,United States,e0c78db6-f290-4422-ba2c-672c1a40a39b,2020-04-14,2024-02-04
110869,50295,South 40,A,PROD,126.3,United States,6e0c6df9-f9c9-414d-a1d1-48c478e143ea,2021-05-18,
110022,50006,North 80,A,PROD,98.9,Canada,46500fbf-305a-40b5-875b-55e29de36557,2022-01-31,2023-08-30
111680,50591,Sandy Knoll,I,PROD,233.3,United States,b9464195-79c6-471d-bbcd-0b7b637b06c5,2021-03-02,2023-08-30
110076,50025,Fence Line 60,A,PROD,175.2,United States,cbb2ce63-d72d-46e3-a769-e49ffb94772d,2017-02-04,2021-07-17
111072,50363,Dryland South,A,PROD,,United States,4057f8dc-9d4e-425e-bceb-3f9a97ee444d,2011-05-23,
110674,50225,Pivot 2,A,PROD,155.2,United States,22e55bf8-0d7f-4186-a8c3-9bb4fdf200bf,2018-10-09,2020-10-27
111159,50425,Dryland South,A,PROD,242.4,United States,95dd88af-939a-4ab0-86dd-de714ed49e05,2012-01-26,
111582,50546,Trial Plot 13,A,TRIAL,225.1,United States,08159010-bd4f-48b5-a1f7-a01699729bf1,2019-12-18,
111515,50528,River Bottom,A,PROD,256.3,United States,b1d8bddb-0404-4794-abac-6c812c14332a,2018-03-20,2020-03-14
110227,50075,Home Field,A,PROD,309.6,United States,7e52fdbe-47a0-46ff-8b37-741c35be1237,2021-08-12,
111520,50529,Trial Plot 17,A,TRIAL,63.3,United States,a375c33f-b9a9-423a-a7a0-279ac844bbb1,2018-01-04,2022-12-18
110781,50265,Old Orchard,A,PROD,248.3,Canada,ac6dfeb0-2997-4949-9a98-ee95766bec35,2014-12-01,
110652,50221,Flat 120,A,PROD,171.5,United States,2f1fb449-ce8c-46cc-a332-00d62446dc57,2022-11-23,2026-06-06
111081,50364,Home Field,A,PROD,263.4,United States,2eba9a18-37fc-4f59-8b0b-757aec01a7c8,2024-11-16,2025-03-02
110049,50015,Back 40,A,PROD,50.7,United States,fb22cfa1-37b6-4576-a569-4c46e876050a,2016-02-23,
110090,50031,Flat 120,A,PROD,77.6,Canada,e3d117b1-1656-46ec-8992-c827391f83e0,2014-07-25,2020-11-25
110759,50257,Home Field,A,PROD,280.2,United States,61e66ac0-8eee-46f8-af76-fa492a4de8cd,2015-01-05,2026-02-11
110026,50008,Rock Pile,A,PROD,279.0,Canada,24179580-0f77-4762-bfd4-598d941a9a7a,2024-05-30,2026-05-26
111689,50594,Triangle,I,PROD,79.8,United States,f20715fe-2abd-4798-88bf-06b926ede01a,2012-11-15,
110862,50292,Home Field,A,PROD,113.4,United States,435cacbf-50eb-4194-96a7-9746184ae6ad,2016-09-03,2025-11-16
110480,50160,Dryland North,A,PROD,206.6,United States,43135bd8-0ac5-4d2b-8236-14d8d3f7a55d,2016-02-18,2019-06-03
110828,50281,Fence Line 60,A,PROD,251.1,Canada,846829f6-6d74-411f-a8d4-67cc472c4459,2020-09-06,2025-12-28
110686,50230,Long Strip,A,PROD,48.2,United States,1be63eaa-79cc-4f48-b285-cfb38daabec8,2019-11-10,2025-03-14
110208,50069,Triangle,A,PROD,130.5,United States,cf468533-2005-4cac-b4c3-ee4ba9924a20,2022-03-02,2023-06-12
111255,50454,East Quarter,A,PROD,284.4,United States,f4fe883c-7bb0-4b8b-9d0d-55bba041ed5e,2023-09-28,2025-09-18
110086,50029,Highway Field,A,PROD,152.5,United States,3d352216-d977-4bbc-b751-9b66a420b797,2019-02-06,2019-02-17
110921,50311,N. 80,A,PROD,97.3,Canada,,2015-10-07,2019-09-24
111368,50488,Schoolhouse Field,A,PROD,127.8,Australia,7249b9e1-1e06-4096-ab94-e1a295bd2529,2014-01-11,
110882,50299,Slough Field,A,PROD,232.5,United States,,2016-09-17,2026-04-13
110144,50047,Triangle,A,PROD,213.3,United States,e28a363a-824c-4abe-9d3e-669b791fd4ad,2024-09-19,
111070,50360,Schoolhouse Field,A,PROD,303.5,United States,bc7b176d-3ebf-43b3-b860-b0fb70b7addc,2019-08-17,2025-01-05
111497,50522,Dryland North,A,PROD,160.4,Australia,07c21485-3864-4635-ad2b-d712be8cee55,2016-10-25,2023-12-24
110459,50153,Pivot 3,A,PROD,97.9,United States,7ae08c4a-b2e1-4ada-9197-cc6e564ed5dd,2019-02-20,
110002,55210,Creek Field,A,PROD,264.2,United States,a9f85686-f536-4822-9a50-168289ac2224,2012-01-27,2022-07-29
110406,50135,Fence Line 60,A,PROD,303.5,United States,69a96147-6baa-4f0c-ba70-82de1aacd772,2013-09-29,
110108,50035,South 40,A,PROD,258.7,United States,86dcea11-478e-4ce1-858a-167b72497347,2020-03-26,
111534,50532,Trial Plot 30,A,TRIAL,,United States,e1a01033-4b57-45e7-9605-2ed26e2d6c25,2022-02-27,2022-03-29
111353,50482,Flat 120,A,PROD,253.8,Australia,85b8ce57-9e88-432e-9b7a-68286ec09aa4,2024-07-19,2025-10-13
110857,50291,South 40,A,PROD,286.2,United States,fa306bd6-55c2-4162-ab9a-2714f6ceb897,2013-05-23,
111099,50371,Schoolhouse Field,A,PROD,139.9,United States,fb037284-361c-4f0c-9513-72f08d59f867,2016-01-17,2023-02-23
110710,50240,Pivot 1,A,PROD,207.6,United States,44ba9bc8-88b0-4d3b-8caa-583f571ca8e1,2024-11-17,2025-09-21
110465,50154,Flat 120,A,PROD,203.9,Canada,0410cbe2-9769-43ce-85b9-dec4066a9e44,2020-04-25,2023-09-21
111424,50503,Slough Field,A,PROD,248.6,Australia,338b437d-d1a9-4ce9-bd5e-065e4e1d1960,2012-06-19,2021-08-26
110068,50022,Dryland South,A,PROD,,Canada,54dcf916-88b4-4c09-824f-cdac1d99aad1,2021-06-10,
111705,50606,Fence Line 60,A,PROD,97.1,United States,4679b191-d3ed-4277-a57d-4c43bf0f309c,2015-02-20,2025-06-10
111594,50549,Trial Block 5,A,TRIAL,300.5,United States,4a7dae2e-2025-46e8-b808-6098a22ad262,2020-04-29,2022-03-21
110291,50095,River Bottom,A,PROD,280.0,United States,f52d6a12-3fdf-4b10-9b4f-9b9ad14d6f3d,2020-04-13,2024-09-22
111107,50374,Triangle,A,PROD,315.1,United States,828643c3-390c-4975-a152-85b97f88eb56,2018-01-19,2020-09-21
111052,50355,Triangle,A,PROD,195.5,United States,,2012-01-31,2017-03-10
111146,50422,Pivot 1,A,PROD,248.8,United States,ac3169d2-2afb-4938-b355-127eb093add1,2018-07-28,2023-10-30
111033,50349,Pivot 1,A,PROD,236.5,Canada,861fd6c5-c400-4d9d-8b28-045ee23d5854,2018-07-05,2020-08-04
110369,50124,South 40,A,PROD,47.2,United States,cd6edb2d-e3d7-4737-bbe4-13783b2ef891,2016-10-27,2017-04-06
110062,50020,River Bottom,A,PROD,30.4,United States,b7abf442-8057-4445-86de-eafa2ca3aa92,2022-07-15,
111303,50468,Gravel Pit,A,PROD,,Australia,5880002b-0398-4bff-8f39-078191c15ee1,2019-01-28,2020-09-04
110725,50244,Corner Piece,A,PROD,277.5,Canada,3ecf367b-1ae6-4d69-b8bd-1cd87a8ef9ce,2019-05-02,2022-02-02
110204,50068,River Bottom,A,PROD,217.2,United States,f0967685-2c5f-4abd-92d4-90b045434dd1,2016-11-25,2019-05-02
110264,50087,Dryland North,A,PROD,237.2,Canada,09fc980a-7b35-477b-b534-653e9593ecec,2017-01-16,2018-01-27
111708,50608,Pivot 3,A,PROD,305.9,United States,ef617685-fe59-4ef3-b781-f66bd5af8538,2014-09-22,
111171,50429,Creek Field,A,PROD,130.7,United States,946ecf74-c83d-491e-94d8-802343af9863,2020-09-14,2022-10-23
110364,50121,Pivot 2,A,PROD,36.1,United States,97947ad4-3e80-422d-aaa5-61a440e5338a,2021-09-23,2023-09-04
111420,50501,Big Field,A,PROD,266.4,Australia,906a670d-8f99-4c0f-a461-b87cd6f9c54e,2012-09-20,2012-12-24
110387,50129,Back 40,A,PROD,282.7,United States,7a5703ec-718f-4d43-86cf-23038929954b,2019-02-28,
110397,50132,Pivot 3,A,PROD,261.4,United States,6a0b4737-9b7d-477a-9853-4ee54554e8ac,2023-10-31,2024-11-30
111394,50495,Flat 120,A,PROD,16.8,Australia,3b664e3c-b920-4309-87d3-f1fb09f0fe30,2019-01-03,2025-02-12
111208,50439,Pivot 3,A,PROD,157.7,United States,ea9b30d7-c213-48a5-be6b-605c2397fd11,2024-08-24,
110322,50107,Slough Field,A,PROD,150.7,United States,edf6de4e-c1db-4ede-a907-17793d3643bd,2017-09-19,2019-02-07
110799,50271,Dryland South,A,PROD,25.0,United States,4989d215-5c04-4167-9cbb-d67c6e2555eb,2019-04-17,
110224,50074,North 80,A,PROD,61.0,United States,46a0ea97-848d-47e5-970f-e984b73fc95f,2024-06-06,2025-12-10
110685,50230,North 80,A,PROD,51.2,United States,ee8052de-08e4-4d26-90db-31b6f78980a9,2015-05-21,2023-05-10
110871,50294,East Quarter,A,PROD,92.7,United States,18a4ff9e-ac90-4f9b-84c3-32f6abff085b,2017-11-25,2021-08-25
110335,50110,Pivot 3,A,PROD,99.8,Canada,14bf7f8c-d910-4b7b-8732-56e738e7670b,2022-03-21,2023-07-02
110011,50003,Old Orchard,A,PROD,23.2,United States,b94774d7-4dd6-4727-ad25-a7a728834deb,2017-05-19,2018-11-30
111676,50590,Rock Pile,I,PROD,259.2,United States,5e41463e-b738-4de1-8aef-1e38ed4ab7e9,2016-10-01,2025-06-16
111044,50352,Big Field,A,PROD,219.2,United States,,2015-09-08,2020-01-24
111664,50584,Highway Field,I,PROD,163.1,United States,012bb4b8-a465-4164-adfe-e82e02071702,2021-03-18,2021-12-21
110954,50321,Home Field,A,PROD,257.0,United States,,2017-03-06,2021-03-27
111180,50432,East Quarter,A,PROD,40.8,United States,1e2fc638-00b7-463e-9ae3-4d5785a4b3f1,2014-09-17,2022-04-19
111282,50462,Pivot 1,A,PROD,87.5,United States,ab65c237-13d3-4e64-a6bb-cef9a5578984,2023-11-19,
111367,50488,Schoolhouse Field,A,PROD,197.4,Australia,3375ec09-774f-440a-aac6-0df9bcb0b473,2019-07-30,2023-09-23
111359,50484,Pivot 3,A,PROD,34.8,Australia,f804baa8-64b1-4c43-9848-b910eac7fdd8,2021-02-07,2026-02-16
111043,50352,Dryland North,A,PROD,182.1,United States,,2024-09-20,2025-03-05
110489,50164,Rock Pile,A,PROD,146.0,United States,a77d6265-141b-4452-b531-4566a3250e52,2016-09-28,2019-10-18
110950,50321,Big Field,A,PROD,311.6,United States,fea44abb-9a04-4961-bb3e-60e233f8c5e9,2011-07-04,
111163,50426,Back 40,A,PROD,313.1,United States,c5e8dc52-943c-4419-86cf-a745f983a118,2021-10-07,
111160,50425,Sandy Knoll,A,PROD,196.2,United States,2ef8c96a-05e4-4cf6-905e-ac6451253639,2011-09-24,
110956,50323,Big Field,A,PROD,92.4,Canada,8632abf3-c4e3-43f4-9cf6-1c374aa9b6c9,2024-08-09,2025-10-04
110022,50006,North 80,A,PROD,99.6,Canada,46500fbf-305a-40b5-875b-55e29de36557,2022-01-31,2024-07-22
111091,50369,Long Strip,A,PROD,122.8,Canada,d3d36c3a-bb7a-42bd-aa45-928817d9eb21,2024-05-13,2025-10-14
111156,50424,South 40,A,PROD,231.8,United States,43b665c3-daf4-4438-ac93-88b81a86ccfa,2014-06-07,2024-04-12
111484,50520,Pivot 3,A,PROD,,Australia,3d8939ba-c48e-4b2a-ba6e-c17ff6468d4c,2019-06-28,2026-03-03
111142,50419,Home Field,P,PROD,147.3,United States,4410896a-84ce-488c-8c2d-ab370f7904e3,2011-09-25,
111423,50503,Rock Pile,A,PROD,78.3,Australia,d4515fab-0d3a-4686-b420-0530ba3f0f60,2022-09-01,2025-06-04
111540,50534,Trial Strip 34,A,TRIAL,265.6,United States,aaa628a6-0f6f-4b4d-9df2-eb0011179f87,2022-07-28,2023-09-26
110408,50137,Highway Field,A,PROD,268.4,Canada,168ee6d3-2696-4a52-8734-512f58417743,2022-08-13,2025-10-21
110122,50041,Slough Field,A,PROD,72.9,United States,0c491d8a-b2f3-4559-a88e-5af17d713a06,2011-01-25,2020-01-08
110734,50248,Dryland South,A,PROD,293.6,United States,665783f0-aee2-4104-85e1-d93c31845c12,2011-11-21,
111318,50473,Gravel Pit Field,A,PROD,154.4,Australia,cfdc04d3-79f2-4a98-818d-72e16e4ca23f,2022-09-23,2026-01-29
